PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
351,0,3,"Taylor, Miss. Elizabeth",female,45.3,0,1,75088,2.8314,,C
352,0,3,"Johnson, Mrs. Alice",female,32.3,0,0,987744,5.5855,,S
353,0,3,"Wilson, Miss. Ellen",female,15.8,0,0,405107,23.7198,C113,C
354,1,1,"Jones, Lady. Margaret",female,45.2,0,0,169331,253.2042,,S
355,0,1,"Davis, Mr. James",male,16.3,0,2,466237,340.6945,,Q
356,0,3,"Brown, Mr. Robert",male,16.1,0,0,170059,0.4029,,S
357,0,1,"Williams, Mr. Edward",male,,1,0,193688,144.0144,F124,C
358,0,3,"Miller, Dr. Florence",female,30.9,0,1,927420,2.5326,,C
359,0,3,"Johnson, Mr. Henry",male,,0,0,151755,9.2792,G117,Q
360,1,3,"Brown, Miss. Edith",female,29.6,0,0,464299,13.2916,A144,S
361,0,2,"Williams, Mr. Henry",male,30.9,0,0,806399,22.7615,,C
362,0,3,"Anderson, Dr. James",male,45.1,0,0,611952,10.3859,F48,S
363,0,3,"Anderson, Mr. William",male,17.9,0,1,967698,22.6529,,S
364,1,3,"Johnson, Mrs. Emma",female,29.5,0,0,634562,25.8588,D44,S
365,0,3,"Miller, Mr. Edward",male,42.7,0,1,234903,25.9088,,S
366,0,2,"Anderson, Mr. James",male,36.5,0,0,489089,10,,Q
367,0,3,"Williams, Mr. Edward",male,,0,0,859093,0,,S
368,0,3,"Taylor, Rev. George",male,43,0,2,622026,17.1474,C56,S
369,1,1,"Brown, Rev. Henry",male,0.5,0,0,213379,62.3141,,S
370,1,1,"Williams, Mr. William",male,38.8,0,0,839884,139.0332,,S
371,1,1,"Anderson, Mrs. Mary",female,18.5,0,0,547145,90.2441,,S
372,0,1,"Anderson, Mr. Arthur",male,,1,1,434517,240.8062,,S
373,1,1,"Wilson, Mr. Charles",male,,0,0,852332,197.5806,,S
374,0,3,"Davis, Mr. Henry",male,47.9,0,0,565748,22.7774,,S
375,1,1,"Williams, Mr. William",male,28.2,0,0,96923,143.9995,,Q
376,1,2,"Johnson, Dr. George",male,42.4,0,0,846232,10,,C
377,1,3,"Williams, Mr. Arthur",male,51,0,1,413048,8.5077,,Q
378,1,1,"Davis, Mr. James",male,47.1,0,0,974912,50.2727,,S
379,0,3,"Anderson, Mr. James",male,51.3,1,0,809058,5.7317,,S
380,1,2,"Anderson, Miss. Emma",female,33.6,0,0,198944,10,D73,S
381,1,1,"Davis, Miss. Elizabeth",female,40.4,3,0,487237,49.8084,,S
382,1,3,"Smith, Dr. Mary",female,,0,2,893371,29.0553,G114,S
383,0,3,"Brown, Mr. Charles",male,26.8,0,0,630447,28.1334,,S
384,0,3,"Jones, Mr. Thomas",male,19,0,4,551090,5.0452,,S
385,0,3,"Smith, Mr. Thomas",male,,0,0,288477,14.3257,,S
386,0,3,"Anderson, Dr. John",male,,0,0,307264,6.8756,E121,C
387,1,2,"Wilson, Mrs. Elizabeth",female,,0,1,627909,10,,S
388,1,1,"Williams, Mr. George",male,,0,0,687519,195.5185,,S
389,0,3,"Jones, Mr. Arthur",male,30.6,2,0,427876,20.3054,,S
390,0,3,"Williams, Mr. James",male,52,1,3,591131,15.9873,,S
391,1,3,"Davis, Mrs. Annie",female,14.7,0,0,659467,39.4187,A17,S
392,0,2,"Davis, Mr. William",male,32.5,0,0,175591,11.7855,,S
393,1,2,"Miller, Mr. Robert",male,20.3,0,0,366477,15.3461,,S
394,1,3,"Johnson, Mr. Robert",male,12.8,0,0,749937,9.4622,,C
395,0,2,"Anderson, Mr. Charles",male,22,0,0,54935,16.298,,C
396,0,3,"Davis, Mr. Arthur",male,29.5,0,0,32507,0,,S
397,0,3,"Anderson, Mr. George",male,24.4,0,0,212132,3.9882,,S
398,0,2,"Brown, Mr. Thomas",male,,0,1,356415,10,D57,S
399,1,3,"Jones, Mr. James",male,11.7,5,0,853655,4.4084,,C
400,0,3,"Smith, Mr. William",male,28.9,1,0,168747,17.664,E52,S
401,0,1,"Johnson, Mr. Robert",male,10.4,3,0,385631,42.4544,,S
402,0,3,"Smith, Mr. George",male,39.9,0,0,551961,11.3844,,S
403,1,3,"Miller, Miss. Sarah",female,1.5,0,0,119619,21.0481,,S
404,1,3,"Smith, Mrs. Alice",female,31.5,0,1,569758,6.1031,,C
405,0,2,"Smith, Mr. Thomas",male,26,0,0,838035,33.2803,,S
406,1,3,"Williams, Col. Henry",male,20.2,0,1,488041,16.2918,,S
407,0,2,"Smith, Dr. James",male,34.1,0,2,434446,10,,S
408,0,1,"Jones, Col. Arthur",male,47.4,0,0,679902,26,,S
409,1,3,"Miller, Miss. Emma",female,23.1,0,0,775923,16.1151,,C
410,0,1,"Miller, Mr. Robert",male,31.5,0,0,857839,29.992,,C
411,1,2,"Jones, Miss. Annie",female,,0,0,588109,14.0228,,S
412,0,3,"Davis, Mr. James",male,38.7,0,1,307834,14.4229,,S
413,0,3,"Jones, Mr. Thomas",male,,0,2,540942,20.3777,,S
414,0,3,"Davis, Miss. Elizabeth",female,33.1,0,0,470773,11.2407,,S
415,1,3,"Smith, Miss. Edith",female,7,0,0,646547,15.675,D94,S
416,0,2,"Miller, Miss. Mary",female,36.8,3,2,750904,24.6037,C28,S
417,0,2,"Brown, Dr. Edith",female,,0,2,360408,11.8935,,S
418,0,2,"Miller, Mr. Thomas",male,30.3,1,0,823878,33.7107,,S
419,1,3,"Miller, Miss. Edith",female,,0,0,367659,32.2203,,S
420,0,3,"Davis, Mr. Robert",male,29.2,0,0,582772,15.5383,G124,C
421,0,3,"Brown, Mrs. Margaret",female,25.3,0,2,578366,27.8552,,S
422,0,3,"Johnson, Mr. Edward",male,,0,0,533259,7.3371,,S
423,0,1,"Smith, Mrs. Florence",female,45.6,0,0,386968,105.0123,,S
424,0,3,"Brown, Mr. Arthur",male,9.4,1,0,538513,13.3017,,S
425,0,1,"Smith, Mr. James",male,33.5,0,0,396242,26,,S
426,0,3,"Davis, Mr. John",male,,0,0,84745,2.4864,,S
427,1,2,"Smith, Miss. Mary",female,44.3,0,6,251268,10,,C
428,1,3,"Williams, Mr. Robert",male,41.6,2,0,484475,20.3986,,S
429,0,2,"Davis, Mr. Charles",male,,0,0,186559,37.7227,,S
430,0,1,"Johnson, Mr. Arthur",male,31.9,0,0,734036,86.5591,,S
431,0,1,"Jones, Col. William",male,,0,0,21721,159.0357,,S
432,1,3,"Wilson, Miss. Elizabeth",female,,1,0,405803,11.5227,B52,S
433,0,3,"Wilson, Mr. George",male,26.5,5,0,118878,23.8174,,S
434,1,1,"Williams, Miss. Florence",female,28.9,0,0,573725,45.6748,,S
435,1,1,"Taylor, Mr. James",male,2,1,0,160061,64.1351,,S
436,0,3,"Anderson, Mr. James",male,20.7,1,0,698086,10.6097,C113,S
437,1,1,"Brown, Mrs. Annie",female,47.3,0,0,735900,26,D60,S
438,0,3,"Johnson, Miss. Emma",female,16.4,0,2,876269,9.2092,,S
439,0,3,"Johnson, Rev. Henry",male,28.3,0,2,632503,21.7879,,S
440,0,1,"Johnson, Mr. Edward",male,31,4,0,397581,32.4797,,C
441,1,1,"Anderson, Dr. Annie",female,8.8,0,0,837600,208.2598,,C
442,1,3,"Wilson, Mr. James",male,21.5,1,2,992173,19.1868,,S
443,1,2,"Smith, Lady. Annie",female,,0,0,374258,31.9181,B121,Q
444,0,2,"Davis, Miss. Annie",female,35.1,1,1,343760,20.2978,,S
445,0,3,"Brown, Mrs. Mary",female,38.5,0,2,148480,21.0105,E81,Q
446,0,3,"Williams, Mr. Edward",male,48.3,0,0,931657,7.5346,C89,S
447,0,3,"Jones, Miss. Sarah",female,28.6,1,0,397031,11.1982,,S
448,0,3,"Anderson, Dr. Henry",male,30.2,1,2,676415,25.5931,G58,S
449,0,2,"Davis, Mr. Henry",male,,1,0,816192,17.1204,,S
450,0,1,"Wilson, Col. Henry",male,33,0,0,552040,59.7751,,S
451,0,3,"Anderson, Dr. Robert",male,42.4,1,0,755089,10.4609,,S
452,1,3,"Brown, Dr. Florence",female,52.5,0,0,931304,24.0763,,S
453,1,2,"Anderson, Lady. Florence",female,,0,0,76573,11.9862,,C
454,1,3,"Anderson, Mrs. Margaret",female,40.1,0,0,433270,4.8379,,S
455,0,1,"Miller, Mr. Robert",male,15.1,0,6,202888,85.9421,,C
456,0,3,"Jones, Mr. John",male,31.4,0,0,299010,28.0558,,S
457,0,1,"Davis, Mr. William",male,29.6,8,0,797424,77.5762,,S
458,1,3,"Wilson, Miss. Elizabeth",female,43,0,0,820128,11.8612,F56,S
459,1,1,"Wilson, Mr. Henry",male,28.3,0,0,463498,512,,S
460,0,1,"Davis, Mrs. Alice",female,34.3,0,0,243886,33.5283,,S
461,0,1,"Wilson, Mr. Robert",male,22.9,0,2,895129,39.4261,,C
462,0,3,"Anderson, Dr. Robert",male,31.2,0,1,83541,1.2566,,S
463,1,3,"Taylor, Dr. Florence",female,20.1,3,0,62838,16.975,,S
464,0,3,"Miller, Rev. William",male,,1,0,825832,0.0964,,C
465,1,3,"Jones, Mrs. Emma",female,31.5,1,0,354421,5.4633,,S
466,1,2,"Brown, Miss. Alice",female,47.2,5,0,390836,27.4412,,Q
467,0,2,"Jones, Mr. Charles",male,,0,0,289709,21.8199,G75,Q
468,0,3,"Anderson, Dr. James",male,35.6,0,0,49585,14.6068,,S
469,0,1,"Anderson, Mr. Thomas",male,21.6,0,4,962337,159.5867,,S
470,1,3,"Miller, Dr. Ellen",female,27.6,0,0,393703,0,,S
471,1,1,"Wilson, Mr. John",male,,0,0,808526,512,,C
472,0,3,"Brown, Mr. Charles",male,,0,1,172352,8.1075,,S
473,0,1,"Davis, Mr. Charles",male,43,0,0,580935,330.0051,,S
474,1,3,"Smith, Mrs. Florence",female,30.1,0,0,709738,29.5051,,C
475,0,3,"Miller, Mr. Robert",male,48.1,0,0,947017,5.1887,,S
476,0,3,"Miller, Mrs. Ellen",female,32,0,0,927658,18.0142,,C
477,0,1,"Taylor, Miss. Margaret",female,24.3,0,1,892230,78.5465,F86,S
478,0,3,"Smith, Mr. William",male,33.4,0,0,431350,7.6227,,S
479,0,3,"Brown, Mr. Robert",male,28.3,0,1,796260,0,,C
480,1,3,"Wilson, Dr. Alice",female,20.9,1,0,642338,12.8893,,S
481,1,3,"Davis, Mr. John",male,40.3,0,0,411894,11.4444,,S
482,1,3,"Taylor, Dr. Elizabeth",female,26,0,1,671654,9.0781,,S
483,1,3,"Williams, Col. Robert",male,47,1,0,281718,16.9809,,S
484,0,3,"Williams, Mr. Thomas",male,,0,0,45183,6.2434,,S
485,1,3,"Smith, Mrs. Margaret",female,17.1,0,0,714107,2.632,,Q
486,0,3,"Wilson, Col. Thomas",male,44.6,1,0,338750,13.9817,,S
487,0,1,"Brown, Col. Henry",male,15.8,0,0,159710,118.3124,F47,S
488,1,2,"Davis, Mr. William",male,24.7,1,0,67194,25.9288,,S
489,0,3,"Brown, Mr. Edward",male,15.6,1,0,450769,21.3528,,S
490,0,3,"Wilson, Col. Edward",male,27.2,0,0,36082,0,E93,Q
491,0,3,"Miller, Mr. Henry",male,,0,2,681666,7.797,,C
492,1,3,"Anderson, Miss. Florence",female,30.3,0,0,904803,10.6779,,S
493,0,2,"Jones, Mr. Thomas",male,,0,1,137899,10,,S
494,1,1,"Jones, Dr. Florence",female,26.6,0,0,279951,64.1284,,S
495,1,3,"Williams, Mr. Robert",male,22.7,0,0,192414,29.8397,,S
496,1,2,"Brown, Miss. Edith",female,20.3,0,1,42143,13.8343,,S
497,0,3,"Johnson, Mr. Thomas",male,8.1,0,0,131952,34.971,,S
498,1,1,"Johnson, Miss. Annie",female,24.3,0,0,330558,30.7887,,Q
499,1,3,"Anderson, Mr. Charles",male,42.5,0,0,755662,13.8285,,S
500,0,3,"Smith, Mr. Edward",male,51,0,0,821147,17.2862,A38,C
501,0,3,"Jones, Mr. Robert",male,,1,0,727414,35.7693,,S
502,0,3,"Davis, Mr. Henry",male,22.3,0,0,869366,4.0577,,S
503,0,2,"Davis, Mr. William",male,29.7,0,1,22202,41.5382,,C
504,0,3,"Jones, Mr. John",male,,2,0,562275,6.2062,,S
505,1,3,"Smith, Miss. Sarah",female,23.9,0,2,176812,13.2893,,C
506,0,1,"Brown, Rev. Arthur",male,35.5,0,2,781562,75.51,,S
507,0,3,"Wilson, Mr. James",male,23.8,0,0,86848,13.2011,B88,S
508,0,3,"Taylor, Mr. Robert",male,29.8,0,0,489106,28.2419,,C
509,1,3,"Anderson, Miss. Edith",female,18.6,0,2,194943,14.3627,,S
510,0,3,"Wilson, Mr. Robert",male,,0,2,267476,10.3658,,C
511,0,3,"Miller, Col. William",male,24.3,0,0,678987,7.4366,,Q
512,0,2,"Davis, Mr. George",male,28.6,1,0,240721,24.3796,,S
513,1,3,"Taylor, Miss. Edith",female,22.4,0,0,235366,5.5675,,S
514,0,3,"Brown, Miss. Florence",female,,0,0,585357,29.6176,G115,S
515,0,1,"Anderson, Mr. John",male,,1,0,50409,40.6553,,S
516,1,1,"Miller, Miss. Ellen",female,21.1,0,0,268329,100.3576,,C
517,1,2,"Smith, Miss. Florence",female,29.4,1,0,366166,10,,S
518,0,3,"Smith, Dr. Edward",male,26.2,0,0,483851,22.2759,,S
519,1,3,"Johnson, Miss. Annie",female,,1,0,121689,22.8532,,S
520,0,1,"Johnson, Col. William",male,,0,0,116948,512,C110,S
521,0,3,"Wilson, Mr. Charles",male,45.3,1,0,726846,8.261,E17,C
522,1,2,"Anderson, Mr. Edward",male,34.8,1,0,535899,23.3986,,S
523,0,3,"Williams, Mr. Robert",male,28.6,0,0,922479,16.6816,,Q
524,0,3,"Miller, Mr. Charles",male,35.8,0,0,565945,18.9997,F126,
525,1,3,"Brown, Mrs. Emma",female,3.8,0,0,552750,0.8507,,S
526,1,3,"Johnson, Rev. Arthur",male,15.4,0,2,782112,8.9032,,S
527,0,2,"Wilson, Mr. Thomas",male,14.5,0,0,99299,24.9291,,S
528,0,2,"Johnson, Mr. Thomas",male,31.9,0,0,834979,36.904,,Q
529,1,1,"Miller, Miss. Mary",female,62,0,0,904186,82.0979,,S
530,0,3,"Anderson, Mr. Robert",male,59,0,3,956567,6.3987,E11,C
531,0,3,"Williams, Mr. Charles",male,38.3,0,0,770814,10.2926,A122,S
532,0,3,"Smith, Mr. Edward",male,,0,0,354417,0,,S
533,1,3,"Williams, Dr. James",male,6.6,0,0,523622,14.6829,,S
534,0,3,"Anderson, Miss. Florence",female,26,0,0,351541,12.6015,C74,S
535,1,3,"Brown, Lady. Emma",female,16.2,0,0,587076,6.4394,,S
536,0,3,"Davis, Mr. Charles",male,21.9,0,0,183595,11.2989,,S
537,1,3,"Davis, Lady. Margaret",female,19.9,0,0,695644,14.6227,,C
538,0,2,"Johnson, Rev. James",male,23.9,0,0,622252,29.6353,,S
539,1,2,"Davis, Miss. Annie",female,18.7,0,0,467212,22.7147,,S
540,0,1,"Johnson, Dr. Charles",male,,1,0,338391,105.7759,,S
541,0,3,"Davis, Mr. Edward",male,16.1,0,1,285850,7.3005,,S
542,0,3,"Wilson, Mr. John",male,33.1,0,0,496830,12.1292,D29,Q
543,1,1,"Jones, Mrs. Alice",female,37.6,0,1,545212,38.1318,,S
544,0,3,"Brown, Mr. Charles",male,,1,0,514593,44.7615,,S
545,0,3,"Williams, Dr. Charles",male,0.5,2,0,550209,1.7996,,S
546,1,2,"Smith, Mr. Charles",male,26.3,0,0,428648,11.5794,,S
547,1,1,"Brown, Mrs. Edith",female,1.9,0,2,915392,87.1896,,S
548,1,3,"Taylor, Mr. James",male,55.5,1,0,552101,8.1509,,S
549,0,3,"Wilson, Mrs. Elizabeth",female,38,0,0,639036,6.5181,,S
550,0,3,"Jones, Mrs. Alice",female,26.4,0,0,905420,2.8691,,S
551,0,3,"Anderson, Mr. John",male,24,0,0,730610,12.6284,,C
552,1,3,"Anderson, Miss. Emma",female,26.3,0,0,922510,0,,S
553,0,3,"Miller, Mr. Thomas",male,64.4,2,0,996460,21.5213,,C
554,0,3,"Taylor, Miss. Emma",female,43.2,8,0,667428,13.495,,S
555,0,3,"Wilson, Mr. William",male,33.3,1,0,574215,16.8019,,C
556,1,2,"Anderson, Mrs. Ellen",female,39.4,0,0,473558,22.9961,D46,S
557,1,1,"Anderson, Lady. Annie",female,22.2,1,0,901580,73.2519,C132,S
558,1,1,"Anderson, Mrs. Sarah",female,4.8,0,0,564827,85.1397,,S
559,1,3,"Williams, Miss. Florence",female,,0,0,283827,2.5235,,S
560,0,3,"Wilson, Mr. George",male,24.9,1,0,133031,9.7781,,S
561,0,3,"Williams, Mr. Charles",male,,0,0,357295,5.2635,,S
562,1,1,"Jones, Miss. Alice",female,23.8,0,2,176746,88.9953,,S
563,1,1,"Taylor, Mr. Arthur",male,38.1,0,2,586991,101.4614,,S
564,0,1,"Anderson, Mr. Robert",male,25.2,1,1,855242,97.345,C143,S
565,0,2,"Miller, Mrs. Margaret",female,48.1,0,0,358255,24.9923,,C
566,1,3,"Miller, Dr. Alice",female,55.8,0,0,750703,23.4704,,S
567,1,2,"Miller, Mrs. Florence",female,,0,0,882409,18.2488,,S
568,0,2,"Brown, Mr. James",male,29.3,1,0,752474,17.8224,,S
569,1,3,"Williams, Mrs. Ellen",female,,1,0,676477,3.2043,,S
570,1,2,"Smith, Mr. James",male,46.4,0,1,800097,31.7152,,S
571,0,3,"Brown, Miss. Mary",female,11.8,0,1,840822,28.7583,,C
572,1,3,"Davis, Col. Charles",male,21.5,0,1,871316,12.7163,,S
573,1,2,"Williams, Miss. Alice",female,12.7,4,0,598175,15.1288,D54,S
574,1,3,"Davis, Miss. Edith",female,19.3,0,0,713626,7.3224,,S
575,1,3,"Taylor, Rev. Henry",male,2.2,2,0,327685,16.8912,,S
576,0,3,"Anderson, Miss. Annie",female,19.1,0,0,468018,6.5454,,C
577,1,1,"Johnson, Mr. Henry",male,43.7,1,0,890751,205.8412,D92,C
578,1,3,"Williams, Miss. Annie",female,19.9,1,0,17882,1.106,,S
579,1,3,"Smith, Miss. Emma",female,,1,0,80825,13.1898,,S
580,1,2,"Anderson, Col. John",male,33.7,3,0,810342,29.6254,E129,S
581,0,3,"Anderson, Dr. Emma",female,29.9,0,0,836998,12.3945,,S
582,1,3,"Williams, Mrs. Elizabeth",female,42.8,0,1,204145,3.3281,,S
583,0,3,"Wilson, Mr. Edward",male,,0,0,893951,5.9588,,S
584,0,2,"Johnson, Mr. Thomas",male,31.2,1,1,177248,30.5409,,S
585,1,3,"Miller, Miss. Annie",female,24,0,0,93081,15.2273,,S
586,1,1,"Anderson, Mrs. Florence",female,,0,0,171361,45.5231,,S
587,1,1,"Anderson, Mrs. Emma",female,29.5,0,0,977915,136.2486,,C
588,1,1,"Wilson, Mrs. Mary",female,20.1,0,0,997130,58.947,A34,S
589,1,1,"Brown, Mr. James",male,,0,4,119337,44.906,,C
590,1,1,"Taylor, Mrs. Mary",female,,0,0,25362,89.2379,,S
591,1,1,"Johnson, Dr. George",male,38.5,1,0,490826,100.4723,C144,S
592,0,3,"Davis, Mr. James",male,32.5,0,0,285927,1.29,,C
593,0,1,"Miller, Mr. Thomas",male,,0,2,185234,77.6866,D115,C
594,1,2,"Wilson, Dr. Charles",male,24.9,0,0,963253,34.7718,E53,S
595,0,3,"Johnson, Mr. Robert",male,44.6,0,0,771729,24.6999,C45,S
596,0,3,"Davis, Mr. John",male,42.3,1,0,406770,21.6427,,C
597,0,3,"Wilson, Miss. Florence",female,43,1,0,986072,0,,S
598,1,1,"Wilson, Mr. William",male,35.3,0,0,290917,91.1786,,S
599,0,1,"Wilson, Mr. Henry",male,17.4,1,0,476910,169.9799,C15,C
600,1,1,"Brown, Mr. William",male,12.1,1,0,994054,196.1536,,S
601,1,1,"Williams, Mr. Edward",male,21.9,1,1,187367,60.1682,,S
602,0,2,"Johnson, Dr. Henry",male,,0,0,695691,47.4201,,S
603,1,1,"Wilson, Col. William",male,42.4,3,0,317784,48.7694,,S
604,1,1,"Davis, Col. John",male,36.7,0,0,468093,36.5087,,S
605,1,1,"Brown, Miss. Ellen",female,18.3,0,0,843401,115.3436,A18,S
606,0,3,"Taylor, Col. Thomas",male,,0,0,839418,6.9839,,S
607,0,1,"Jones, Mr. Arthur",male,,0,0,636305,64.6054,,S
608,1,2,"Wilson, Mr. James",male,35.6,0,0,388324,22.8007,D22,S
609,1,3,"Miller, Mrs. Annie",female,0.5,0,0,541873,13.8507,,S
610,0,3,"Williams, Dr. William",male,39.8,0,0,14122,29.2548,,Q
611,0,1,"Davis, Col. Edward",male,,1,0,26838,31.7766,,S
612,0,3,"Taylor, Dr. James",male,39.2,1,0,682661,13.8744,,Q
613,0,3,"Davis, Mr. Arthur",male,34.6,0,0,295251,23.0501,,S
614,1,1,"Anderson, Mr. Edward",male,,1,0,722717,91.1547,A137,C
615,0,3,"Taylor, Rev. Arthur",male,29.7,1,2,753521,17.4899,,S
616,0,3,"Miller, Mr. James",male,18.5,1,1,899110,9.9207,,S
617,0,1,"Miller, Mr. Thomas",male,27.9,0,0,720571,76.6683,,C
618,1,2,"Johnson, Mr. George",male,20.3,1,0,600313,38.0733,,C
619,1,3,"Jones, Miss. Elizabeth",female,,2,1,600808,7.7939,,S
620,1,3,"Smith, Lady. Emma",female,,1,1,551632,12.3026,,S
621,1,1,"Williams, Mrs. Florence",female,29.8,0,1,329346,67.0104,,S
622,1,1,"Davis, Dr. Annie",female,33.6,0,0,896518,106.8095,,C
623,1,2,"Taylor, Col. Henry",male,5.4,0,0,811391,34.3666,,S
624,0,3,"Taylor, Col. Edward",male,32.8,0,1,966255,12.5361,,S
625,0,3,"Brown, Col. William",male,30,0,0,405085,30.208,,S
626,1,2,"Miller, Mrs. Florence",female,23.3,0,0,840696,33.2129,,S
627,1,3,"Williams, Mrs. Emma",female,30.7,1,0,826700,25.1426,B94,C
628,0,3,"Miller, Dr. Charles",male,42.2,1,0,618852,13.2199,,S
629,1,1,"Williams, Miss. Edith",female,21.5,0,0,967110,26,,S
630,0,2,"Smith, Mr. Edward",male,20.1,3,0,154622,17.8961,A33,S
631,0,3,"Wilson, Dr. Edith",female,,0,0,784393,27.0423,E53,S
632,0,3,"Miller, Mr. John",male,17.8,0,0,671062,0,,S
633,1,3,"Taylor, Mr. Arthur",male,40.8,1,0,612851,1.161,,S
634,0,3,"Taylor, Rev. Arthur",male,27.5,1,0,382308,24.785,,Q
635,0,1,"Anderson, Dr. William",male,,2,0,989249,69.0879,,S
636,0,2,"Williams, Mr. James",male,3.9,0,0,239351,19.373,B107,S
637,0,3,"Brown, Mr. John",male,38.3,1,1,296603,1.7126,,C
638,1,2,"Jones, Miss. Mary",female,20,0,0,853214,21.7215,,S
639,0,2,"Taylor, Mr. George",male,30.8,1,0,491038,28.3824,D18,Q
640,0,2,"Davis, Mr. Arthur",male,33.6,1,0,147104,10,,C
641,1,1,"Johnson, Col. George",male,47.7,0,1,11825,227.6643,,S
642,1,2,"Johnson, Mrs. Elizabeth",female,35.9,0,0,660475,23.3304,B65,S
643,1,1,"Brown, Dr. Robert",male,0.5,1,0,480306,39.6189,,S
644,0,2,"Anderson, Dr. Charles",male,32.4,0,0,783158,15.1214,F31,S
645,0,1,"Anderson, Mr. John",male,53.4,0,0,451317,98.0753,F90,C
646,0,3,"Taylor, Mr. James",male,46.1,1,1,856541,22.6626,,S
647,1,3,"Wilson, Lady. Florence",female,43.8,0,1,546758,7.3224,,S
648,0,3,"Smith, Mr. John",male,23.6,1,0,275914,10.3192,,S
649,0,3,"Miller, Mr. James",male,40.5,0,0,168340,19.9213,,S
650,1,3,"Johnson, Mrs. Edith",female,24.5,0,0,927533,8.2535,,S
651,0,1,"Anderson, Mr. James",male,36.2,1,0,695443,113.61,,C
652,0,3,"Brown, Col. George",male,36.6,0,0,281102,16.5889,,S
653,0,3,"Johnson, Mr. Charles",male,43.8,0,0,385950,20.0667,,S
654,0,3,"Davis, Miss. Mary",female,25.5,1,0,805238,0,,S
655,0,2,"Williams, Rev. Edward",male,35.1,0,0,304306,10,,C
656,1,1,"Smith, Mrs. Emma",female,47.5,0,2,871164,90.991,D22,S
657,0,2,"Davis, Rev. Edward",male,29.7,0,0,175961,12.2701,,C
658,0,2,"Brown, Mr. Charles",male,,1,1,561990,18.9302,,S
659,0,3,"Smith, Col. Henry",male,21,1,0,438993,27.4712,G25,Q
660,0,3,"Johnson, Mrs. Sarah",female,15.4,1,0,456187,25.1811,,S
661,0,2,"Miller, Mr. James",male,23.2,0,0,804171,12.6302,,S
662,1,3,"Jones, Lady. Elizabeth",female,38.4,1,0,296743,25.993,A54,S
663,0,3,"Jones, Mrs. Mary",female,46.1,0,0,308971,15.6224,,S
664,1,1,"Jones, Mr. George",male,44.6,1,0,611109,193.7068,A148,S
665,0,1,"Johnson, Rev. George",male,,0,6,630971,382.2546,,S
666,0,1,"Jones, Col. Henry",male,29.9,1,0,602734,134.9529,,S
667,0,2,"Williams, Mr. George",male,25.7,1,0,221282,23.1037,F108,S
668,1,1,"Johnson, Miss. Annie",female,40,0,2,880322,73.2914,,Q
669,1,1,"Jones, Lady. Annie",female,20.9,0,0,499428,115.1535,,S
670,0,2,"Anderson, Rev. Edward",male,18.7,1,0,819471,32.7181,D110,C
671,0,1,"Miller, Dr. Henry",male,21.4,0,0,922453,29.4224,A149,S
672,1,3,"Wilson, Miss. Ellen",female,31.2,3,1,784815,13.4968,F103,S
673,1,1,"Miller, Mr. Arthur",male,12.5,0,2,972433,103.9522,,S
674,1,3,"Johnson, Miss. Florence",female,28.1,0,2,369511,0,,S
675,0,2,"Williams, Mr. Edward",male,,0,0,53884,15.5259,,Q
676,1,3,"Jones, Dr. Alice",female,,0,1,690506,13.2937,,S
677,0,1,"Wilson, Dr. Charles",male,33.4,2,0,580107,164.1365,D51,C
678,1,2,"Jones, Mr. Edward",male,32.5,0,0,93162,12.978,,Q
679,0,3,"Anderson, Mr. Charles",male,41.1,1,0,747992,15.7943,,S
680,0,3,"Davis, Mr. Charles",male,28.2,0,0,434524,2.8546,,Q
681,0,3,"Miller, Mr. Arthur",male,,0,3,416270,2.5875,,S
682,1,2,"Brown, Mrs. Emma",female,14.7,0,2,89606,21.4383,C142,Q
683,1,1,"Wilson, Mrs. Margaret",female,49.7,0,0,904221,173.3822,,S
684,0,3,"Jones, Mr. George",male,22.4,4,0,586306,8.2131,,S
685,0,3,"Wilson, Mr. John",male,0.5,0,0,36250,17.5083,A37,C
686,0,3,"Johnson, Mr. Henry",male,28.3,0,1,679773,4.1591,,S
687,0,3,"Johnson, Rev. Charles",male,48.5,0,0,349535,27.4482,,S
688,0,2,"Anderson, Dr. James",male,42,0,0,311065,26.9074,,S
689,0,3,"Jones, Rev. Thomas",male,42.6,0,0,867555,0,,S
690,0,1,"Johnson, Mr. John",male,46.1,1,0,789599,36.3406,,S
691,0,2,"Williams, Dr. William",male,31.2,0,0,84363,17.2822,B125,C
692,0,2,"Johnson, Mr. William",male,32.6,0,2,166857,10,,S
693,0,3,"Smith, Mr. Robert",male,22,0,0,197937,19.8975,A10,S
694,0,2,"Williams, Dr. Sarah",female,31.6,4,0,631688,39.9219,F101,S
695,1,1,"Jones, Mr. Henry",male,,0,0,106847,245.1898,,S
696,1,3,"Jones, Miss. Florence",female,3.3,0,0,803293,0,,C
697,1,2,"Brown, Rev. James",male,28.2,0,2,610628,12.2927,,C
698,0,3,"Miller, Mr. Arthur",male,24.1,0,0,941483,8.004,,Q
699,0,1,"Jones, Mrs. Annie",female,26.1,0,0,732193,233.4268,B67,S
700,1,3,"Wilson, Miss. Florence",female,9.2,0,0,123049,12.1641,,S
701,1,3,"Wilson, Miss. Annie",female,52.8,1,0,534645,1.5561,,Q
