PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Title,IsAlone,SmallFamily,LargeFamily,HasCabin,CabinDeck,FareLog,FareBand,AgeBand,IsChild,IsSenior,Sex_Pclass,IsWomanOrChild
169,1,1,"Miller, Mr. Charles",male,30.65,1,0,748322,113.6085,,S,2,Mr,0,1,0,0,,4.741521972559773,VHigh,Young,0,0,male_1,0
170,1,3,"Smith, Mrs. Emma",female,10.2,8,0,352240,14.2989,,S,9,Mrs,0,0,1,0,,2.727780930388953,Mid,Child,1,0,female_3,1
171,1,3,"Taylor, Mrs. Mary",female,36.0,0,0,437625,0.0,,S,1,Mrs,1,0,0,0,,0.0,Low,Middle,0,0,female_3,1
172,1,1,"Smith, Miss. Ellen",female,20.5,1,2,484677,92.4998,,S,4,Miss,0,1,0,0,,4.53795929725492,VHigh,Young,0,0,female_1,1
173,0,3,"Smith, Mr. Robert",male,27.1,0,0,271085,9.8666,G132,S,1,Mr,1,0,0,1,G,2.385693864716408,Low,Young,0,0,male_3,0
174,0,1,"Brown, Mr. Charles",male,34.8,0,0,950491,157.7791,,S,1,Mr,1,0,0,0,,5.067513928060724,VHigh,Young,0,0,male_1,0
175,1,3,"Taylor, Mrs. Ellen",female,27.2,0,0,20633,9.6824,,S,1,Mrs,1,0,0,0,,2.368597527387617,Low,Young,0,0,female_3,1
176,0,1,"Anderson, Mr. Charles",male,19.6,0,0,459423,133.8399,A87,S,1,Mr,1,0,0,1,A,4.904088148745887,VHigh,Young,0,0,male_1,0
177,0,3,"Brown, Mr. James",male,49.4,1,0,191607,23.0772,,S,2,Mr,0,1,0,0,,3.181265334609918,High,Middle,0,0,male_3,0
178,0,2,"Smith, Col. John",male,25.799999999999997,0,2,800428,13.174,B48,S,3,Col,0,1,0,1,B,2.6514093003880643,Mid,Young,0,0,male_2,0
179,0,3,"Johnson, Mr. Arthur",male,29.7,0,0,141086,9.9462,,S,1,Mr,1,0,0,0,,2.3929923640695128,Low,Young,0,0,male_3,0
180,1,1,"Miller, Mr. Edward",male,20.3,0,0,798106,71.6594,A27,S,1,Mr,1,0,0,1,A,4.285782769120646,VHigh,Young,0,0,male_1,0
181,0,2,"Anderson, Rev. George",male,0.5,0,0,441083,10.9209,,C,1,Rev,1,0,0,0,,2.4782931621426734,Mid,Child,1,0,male_2,1
182,1,1,"Brown, Mr. Arthur",male,41.5,0,0,488753,37.7543,,S,1,Mr,1,0,0,0,,3.657241717384827,VHigh,Middle,0,0,male_1,0
183,0,3,"Smith, Mr. Arthur",male,30.65,1,0,591539,18.2104,F30,S,2,Mr,0,1,0,1,F,2.9554517990519678,Mid,Young,0,0,male_3,0
184,1,3,"Taylor, Miss. Sarah",female,19.5,1,0,721069,17.1404,,S,2,Miss,0,1,0,0,,2.8981414951605253,Mid,Young,0,0,female_3,1
185,0,2,"Williams, Mr. William",male,30.65,1,0,392306,15.4045,,C,2,Mr,0,1,0,0,,2.797555687435937,Mid,Young,0,0,male_2,0
186,0,3,"Brown, Mr. Robert",male,36.7,1,1,158936,24.2981,D36,S,3,Mr,0,1,0,1,D,3.2307292940991883,High,Middle,0,0,male_3,0
187,1,3,"Davis, Miss. Edith",female,33.1,0,0,298465,6.8289,B106,S,1,Miss,1,0,0,1,B,2.0578220148208266,Low,Young,0,0,female_3,1
188,0,3,"Miller, Rev. Robert",male,23.1,1,0,165154,20.3827,,C,2,Rev,0,1,0,0,,3.062582183872293,High,Young,0,0,male_3,0
189,1,3,"Williams, Mrs. Edith",female,27.2,0,0,50131,4.4414,G65,S,1,Mrs,1,0,0,1,G,1.69403638069944,Low,Young,0,0,female_3,1
190,0,1,"Anderson, Miss. Edith",female,24.0,0,1,212565,113.9748,,S,2,Miss,0,1,0,0,,4.7447129739158855,VHigh,Young,0,0,female_1,1
191,1,1,"Anderson, Mr. Arthur",male,33.8,0,0,145282,27.1722,,C,1,Mr,1,0,0,0,,3.3383356761054443,High,Young,0,0,male_1,0
192,0,3,"Anderson, Mr. John",male,12.4,0,0,255152,3.7907,C136,S,1,Mr,1,0,0,1,C,1.566676538532794,Low,Teen,0,0,male_3,1
193,1,3,"Williams, Mrs. Emma",female,27.2,0,0,785519,15.5204,,C,1,Mrs,1,0,0,0,,2.804595980874761,Mid,Young,0,0,female_3,1
194,0,3,"Jones, Miss. Alice",female,17.1,0,0,649951,0.0,,C,1,Miss,1,0,0,0,,0.0,Low,Teen,0,0,female_3,1
195,0,2,"Johnson, Mr. Henry",male,9.0,1,0,992090,21.8299,,Q,2,Mr,0,1,0,0,,3.1280710803306215,High,Child,1,0,male_2,1
196,0,2,"Brown, Mr. George",male,30.65,0,1,880037,19.6907,,S,2,Mr,0,1,0,0,,3.0296843239545903,High,Young,0,0,male_2,0
197,1,3,"Anderson, Dr. Robert",male,31.700000000000003,0,0,569139,13.742,,S,1,Dr,1,0,0,0,,2.690700562767097,Mid,Young,0,0,male_3,0
198,1,3,"Anderson, Miss. Alice",female,40.9,3,0,823297,9.6761,G22,S,4,Miss,0,1,0,1,G,2.368007598302456,Low,Middle,0,0,female_3,1
199,0,3,"Jones, Mr. William",male,32.6,0,0,880038,0.0,F65,S,1,Mr,1,0,0,1,F,0.0,Low,Young,0,0,male_3,0
200,1,3,"Davis, Lady. Ellen",female,16.8,0,1,145230,5.639,,S,2,Mrs,0,1,0,0,,1.8929613497370223,Low,Teen,0,0,female_3,1
201,1,3,"Davis, Mrs. Florence",female,9.0,0,0,131497,16.5209,F37,S,1,Mrs,1,0,0,1,F,2.863394454051873,Mid,Child,1,0,female_3,1
202,1,1,"Wilson, Mr. John",male,30.8,0,0,329996,73.5371,,S,1,Mr,1,0,0,0,,4.31129698800853,VHigh,Young,0,0,male_1,0
203,0,1,"Miller, Dr. Charles",male,35.6,0,0,321483,205.1067,,S,1,Dr,1,0,0,0,,5.328393995859048,VHigh,Middle,0,0,male_1,0
204,0,3,"Wilson, Mr. William",male,30.65,0,0,897518,23.4115,G128,S,1,Mr,1,0,0,1,G,3.1950543327421985,High,Young,0,0,male_3,0
205,0,3,"Davis, Mr. George",male,32.3,0,0,817004,16.5766,,C,1,Mr,1,0,0,0,,2.866568471959812,Mid,Young,0,0,male_3,0
206,1,1,"Davis, Mr. Thomas",male,25.2,0,0,931604,41.2708,,C,1,Mr,1,0,0,0,,3.744096540351817,VHigh,Young,0,0,male_1,0
207,1,1,"Johnson, Mr. James",male,19.2,0,0,185541,150.8778,,C,1,Mr,1,0,0,0,,5.0230762501388595,VHigh,Young,0,0,male_1,0
208,0,3,"Davis, Mrs. Mary",female,19.1,0,0,877493,0.3742,,S,1,Mrs,1,0,0,0,,0.31787174361483855,Low,Young,0,0,female_3,1
209,1,1,"Wilson, Mr. John",male,16.1,0,0,201933,26.0,D50,Q,1,Mr,1,0,0,1,D,3.295836866004329,High,Teen,0,0,male_1,0
210,1,1,"Davis, Mr. Henry",male,0.5,1,0,552744,168.3599,,C,2,Mr,0,1,0,0,,5.13202603636824,VHigh,Child,1,0,male_1,1
211,1,3,"Wilson, Miss. Sarah",female,17.0,0,0,852235,19.1676,,S,1,Miss,1,0,0,0,,3.0040773562894896,Mid,Teen,0,0,female_3,1
212,1,3,"Williams, Mrs. Mary",female,19.9,0,1,337777,25.6181,,S,2,Mrs,0,1,0,0,,3.2815914355135702,High,Young,0,0,female_3,1
213,0,3,"Johnson, Miss. Mary",female,24.0,1,2,740379,10.274,,S,4,Miss,0,1,0,0,,2.422499189659383,Low,Young,0,0,female_3,1
214,1,1,"Jones, Dr. Florence",female,22.0,0,2,524709,26.0,,S,3,Dr,0,1,0,0,,3.295836866004329,High,Young,0,0,female_1,1
215,0,3,"Johnson, Mr. James",male,38.0,0,1,570520,11.2603,,S,2,Mr,0,1,0,0,,2.506366400029239,Mid,Middle,0,0,male_3,0
216,0,1,"Williams, Mr. Henry",male,56.7,0,0,77323,113.6645,D13,S,1,Mr,1,0,0,1,D,4.742010473177932,VHigh,Middle,0,0,male_1,0
217,0,2,"Anderson, Mrs. Sarah",female,2.0,1,0,902499,49.2433,A97,C,2,Mrs,0,1,0,1,A,3.916877204716173,VHigh,Child,1,0,female_2,1
218,1,3,"Brown, Mrs. Margaret",female,27.2,1,0,425004,19.3651,,S,2,Mrs,0,1,0,0,,3.0138226514737854,High,Young,0,0,female_3,1
219,0,3,"Miller, Col. Henry",male,27.6,0,0,812524,26.276,,S,1,Col,1,0,0,0,,3.3060071946584064,High,Young,0,0,male_3,0
220,1,3,"Wilson, Lady. Florence",female,20.6,1,0,797564,11.2592,,C,2,Mrs,0,1,0,0,,2.5062766755241928,Mid,Young,0,0,female_3,1
221,0,3,"Brown, Mr. Henry",male,21.6,0,0,743210,14.9655,D55,S,1,Mr,1,0,0,1,D,2.77043014418557,Mid,Young,0,0,male_3,0
222,0,3,"Wilson, Mr. Arthur",male,19.6,0,0,245253,24.5998,G97,Q,1,Mr,1,0,0,1,G,3.242584538954999,High,Young,0,0,male_3,0
223,0,1,"Smith, Rev. Henry",male,23.7,0,0,229190,26.0,,S,1,Rev,1,0,0,0,,3.295836866004329,High,Young,0,0,male_1,0
224,1,2,"Wilson, Mr. George",male,17.6,0,0,665312,11.4882,,Q,1,Mr,1,0,0,0,,2.524784198459646,Mid,Teen,0,0,male_2,0
225,0,2,"Williams, Mr. Thomas",male,31.6,1,2,267075,17.5818,,S,4,Mr,0,1,0,0,,2.922182607057119,Mid,Young,0,0,male_2,0
226,0,2,"Smith, Rev. Edward",male,51.1,0,0,763132,10.9307,,S,1,Rev,1,0,0,0,,2.4791149099961904,Mid,Middle,0,0,male_2,0
227,1,3,"Brown, Mrs. Alice",female,27.2,0,0,259596,14.4288,,S,1,Mrs,1,0,0,0,,2.736235892773983,Mid,Young,0,0,female_3,1
228,0,2,"Smith, Mr. Charles",male,26.7,1,2,285212,15.358,,S,4,Mr,0,1,0,0,,2.7947170743127825,Mid,Young,0,0,male_2,0
229,1,3,"Johnson, Col. Henry",male,26.2,0,0,974905,7.5236,,C,1,Col,1,0,0,0,,2.1428387868096275,Low,Young,0,0,male_3,0
230,1,3,"Miller, Mrs. Emma",female,22.7,0,0,189598,3.9292,,S,1,Mrs,1,0,0,0,,1.595176703081831,Low,Young,0,0,female_3,1
231,1,3,"Wilson, Mrs. Mary",female,19.0,0,0,462174,15.2836,,Q,1,Mrs,1,0,0,0,,2.790158466349841,Mid,Young,0,0,female_3,1
232,1,3,"Smith, Miss. Elizabeth",female,12.9,1,0,125729,0.0,,S,2,Miss,0,1,0,0,,0.0,Low,Teen,0,0,female_3,1
233,1,3,"Wilson, Mrs. Edith",female,16.3,1,1,86593,10.4088,,S,3,Mrs,0,1,0,0,,2.43438498744042,Mid,Teen,0,0,female_3,1
234,1,3,"Williams, Mrs. Florence",female,63.0,0,0,65041,15.2053,,C,1,Mrs,1,0,0,0,,2.7853383492268406,Mid,Senior,0,1,female_3,1
235,1,1,"Anderson, Rev. Charles",male,33.9,0,0,764518,135.0461,,S,1,Rev,1,0,0,0,,4.9129937988867365,VHigh,Young,0,0,male_1,0
236,1,3,"Wilson, Mr. George",male,20.2,0,0,245114,0.0,,S,1,Mr,1,0,0,0,,0.0,Low,Young,0,0,male_3,0
237,0,2,"Johnson, Mr. William",male,24.5,1,0,335516,10.5284,,C,2,Mr,0,1,0,0,,2.444813556221556,Mid,Young,0,0,male_2,0
238,1,1,"Davis, Mr. John",male,30.65,0,2,601850,51.0942,,C,3,Mr,0,1,0,0,,3.9530536181861033,VHigh,Young,0,0,male_1,0
239,1,3,"Johnson, Mr. William",male,31.5,0,0,888531,25.8804,,Q,1,Mr,1,0,0,0,,3.2913973964966097,High,Young,0,0,male_3,0
240,0,1,"Williams, Lady. Ellen",female,34.1,2,0,598334,26.0,,C,3,Mrs,0,1,0,0,,3.295836866004329,High,Young,0,0,female_1,1
241,0,3,"Williams, Mr. George",male,30.65,0,0,995590,5.0799,,S,1,Mr,1,0,0,0,,1.804988248474395,Low,Young,0,0,male_3,0
242,0,3,"Brown, Mr. Thomas",male,30.65,0,0,924520,15.4226,,C,1,Mr,1,0,0,0,,2.7986584349728325,Mid,Young,0,0,male_3,0
243,1,3,"Johnson, Mr. William",male,30.65,0,2,892890,11.0579,,S,3,Mr,0,1,0,0,,2.4897200467835297,Mid,Young,0,0,male_3,0
244,0,2,"Johnson, Mrs. Mary",female,28.1,4,0,148161,20.7451,,Q,5,Mrs,0,0,1,0,,3.0793884447973627,High,Young,0,0,female_2,1
245,1,1,"Johnson, Rev. George",male,24.2,0,0,813055,164.8755,,S,1,Rev,1,0,0,0,,5.111237506965839,VHigh,Young,0,0,male_1,0
246,1,3,"Taylor, Miss. Alice",female,24.0,0,0,846073,7.3996,,S,1,Miss,1,0,0,0,,2.128184085667826,Low,Young,0,0,female_3,1
247,0,2,"Smith, Col. George",male,30.9,0,1,284187,14.9614,,S,2,Col,0,1,0,0,,2.7701733074727954,Mid,Young,0,0,male_2,0
248,0,3,"Smith, Mr. Edward",male,30.65,0,0,76572,24.9535,,S,1,Mr,1,0,0,0,,3.256306475276267,High,Young,0,0,male_3,0
249,0,3,"Wilson, Dr. Charles",male,36.3,0,1,991640,8.4613,,S,2,Dr,0,1,0,0,,2.247209794341241,Low,Middle,0,0,male_3,0
250,0,3,"Johnson, Miss. Elizabeth",female,31.8,0,0,920650,7.5296,,C,1,Miss,1,0,0,0,,2.1435424670863594,Low,Young,0,0,female_3,1
251,0,2,"Jones, Col. Henry",male,25.799999999999997,8,2,491268,23.988,G86,C,11,Col,0,0,1,1,G,3.2183957096313236,High,Young,0,0,male_2,0
252,1,2,"Brown, Miss. Emma",female,39.0,0,0,96700,13.2654,,S,1,Miss,1,0,0,0,,2.657837024931287,Mid,Middle,0,0,female_2,1
253,0,3,"Johnson, Mr. George",male,25.6,0,0,67061,1.3947,,C,1,Mr,1,0,0,0,,0.8732579620567352,Low,Young,0,0,male_3,0
254,0,2,"Johnson, Col. Thomas",male,25.799999999999997,0,0,127957,21.8702,,S,1,Col,1,0,0,0,,3.129834753077344,High,Young,0,0,male_2,0
255,1,1,"Davis, Mrs. Florence",female,34.9,0,0,802554,79.3093,F145,S,1,Mrs,1,0,0,1,F,4.385885429937755,VHigh,Young,0,0,female_1,1
256,0,3,"Anderson, Mrs. Ellen",female,53.7,1,2,843778,16.7955,G102,S,4,Mrs,0,1,0,1,G,2.8789456163476963,Mid,Middle,0,0,female_3,1
257,1,3,"Davis, Miss. Annie",female,12.3,0,1,528650,12.4631,,C,2,Miss,0,1,0,0,,2.5999526097344976,Mid,Teen,0,0,female_3,1
258,1,3,"Brown, Mrs. Elizabeth",female,33.2,0,0,238394,0.0,D87,S,1,Mrs,1,0,0,1,D,0.0,Low,Young,0,0,female_3,1
259,1,3,"Miller, Miss. Annie",female,15.0,0,0,910425,5.7125,,S,1,Miss,1,0,0,0,,1.903971459834983,Low,Teen,0,0,female_3,1
260,1,1,"Brown, Miss. Mary",female,24.0,0,0,419366,109.1794,D36,S,1,Miss,1,0,0,1,D,4.702109946395327,VHigh,Young,0,0,female_1,1
261,0,3,"Johnson, Mrs. Ellen",female,15.1,0,0,97630,5.9154,A61,S,1,Mrs,1,0,0,1,A,1.9337508087076678,Low,Teen,0,0,female_3,1
262,1,3,"Wilson, Miss. Margaret",female,21.6,0,0,87228,14.8302,,S,1,Miss,1,0,0,0,,2.7619195080518963,Mid,Young,0,0,female_3,1
263,1,1,"Miller, Miss. Alice",female,23.2,1,0,284198,188.4451,,S,2,Miss,0,1,0,0,,5.244099272785967,VHigh,Young,0,0,female_1,1
264,0,3,"Anderson, Mr. James",male,35.6,2,0,536055,21.6625,,S,3,Mr,0,1,0,0,,3.1207115760809696,High,Middle,0,0,male_3,0
265,1,3,"Williams, Miss. Elizabeth",female,38.9,0,0,14708,1.9644,,S,1,Miss,1,0,0,0,,1.0866746510950667,Low,Middle,0,0,female_3,1
266,0,3,"Brown, Mr. Henry",male,30.65,3,0,772017,32.7698,,C,4,Mr,0,1,0,0,,3.519566911963593,High,Young,0,0,male_3,0
267,0,3,"Johnson, Dr. Margaret",female,27.7,0,0,854431,19.9073,,S,1,Dr,1,0,0,0,,3.0400983802825547,High,Young,0,0,female_3,1
268,1,3,"Miller, Miss. Mary",female,24.0,0,0,586446,12.9846,,S,1,Miss,1,0,0,0,,2.6379567241712256,Mid,Young,0,0,female_3,1
269,0,2,"Taylor, Mr. Arthur",male,37.5,0,3,956796,10.0,,S,4,Mr,0,1,0,0,,2.3978952727983707,Low,Middle,0,0,male_2,0
270,0,2,"Johnson, Miss. Alice",female,24.2,0,0,38082,10.0,,C,1,Miss,1,0,0,0,,2.3978952727983707,Low,Young,0,0,female_2,1
271,1,3,"Johnson, Mr. Thomas",male,30.65,0,0,44024,0.0515,,C,1,Mr,1,0,0,0,,0.05021771616061742,Low,Young,0,0,male_3,0
272,0,3,"Brown, Mr. Arthur",male,30.65,0,0,295605,10.9726,,C,1,Mr,1,0,0,0,,2.482620705674166,Mid,Young,0,0,male_3,0
273,1,3,"Davis, Mrs. Margaret",female,32.6,0,1,15351,0.0,,S,2,Mrs,0,1,0,0,,0.0,Low,Young,0,0,female_3,1
274,0,3,"Anderson, Rev. George",male,26.2,0,0,974535,14.7339,,C,1,Rev,1,0,0,0,,2.755817620223958,Mid,Young,0,0,male_3,0
275,0,3,"Johnson, Mrs. Emma",female,27.2,0,0,502269,16.2885,,S,1,Mrs,1,0,0,0,,2.850041540581823,Mid,Young,0,0,female_3,1
276,1,3,"Brown, Mrs. Annie",female,40.3,1,0,879060,12.6475,,S,2,Mrs,0,1,0,0,,2.6135563546737757,Mid,Middle,0,0,female_3,1
277,0,3,"Miller, Dr. Charles",male,16.9,0,0,114720,7.1092,D30,S,1,Dr,1,0,0,1,D,2.092999219611902,Low,Teen,0,0,male_3,0
278,0,3,"Brown, Mr. Henry",male,44.8,0,0,658789,0.0,,S,1,Mr,1,0,0,0,,0.0,Low,Middle,0,0,male_3,0
279,0,3,"Brown, Rev. George",male,47.1,0,1,442934,16.3618,,Q,2,Rev,0,1,0,0,,2.854272390493061,Mid,Middle,0,0,male_3,0
280,1,3,"Davis, Mr. John",male,30.65,0,1,907064,26.0989,,C,2,Mr,0,1,0,0,,3.2994931366559386,High,Young,0,0,male_3,0
281,1,3,"Miller, Miss. Alice",female,32.1,1,0,530751,7.6808,,S,2,Miss,0,1,0,0,,2.1611136903238606,Low,Young,0,0,female_3,1
282,0,2,"Williams, Col. Arthur",male,25.799999999999997,0,0,624865,14.7186,,S,1,Col,1,0,0,0,,2.7548447245109418,Mid,Young,0,0,male_2,0
283,0,2,"Williams, Mr. Henry",male,30.65,0,2,136875,21.9893,,S,3,Mr,0,1,0,0,,3.1350288902906613,High,Young,0,0,male_2,0
284,1,1,"Jones, Mr. Charles",male,30.65,1,0,756572,132.0907,,S,2,Mr,0,1,0,0,,4.891030850683401,VHigh,Young,0,0,male_1,0
285,1,3,"Jones, Mr. George",male,17.0,0,1,896449,9.4596,B48,S,2,Mr,0,1,0,1,B,2.3475202169877925,Low,Teen,0,0,male_3,0
286,1,1,"Davis, Miss. Elizabeth",female,31.3,0,0,678137,512.0,,C,1,Miss,1,0,0,0,,6.240275845170769,VHigh,Young,0,0,female_1,1
287,1,3,"Smith, Mr. William",male,40.9,0,2,755216,6.1567,,Q,3,Mr,0,1,0,0,,1.9680489808735868,Low,Middle,0,0,male_3,0
288,1,3,"Jones, Miss. Annie",female,13.8,1,0,149380,9.4575,G62,S,2,Miss,0,1,0,1,G,2.3473194243342164,Low,Teen,0,0,female_3,1
289,0,2,"Davis, Mr. Charles",male,26.9,0,2,577729,24.6675,,C,3,Mr,0,1,0,0,,3.2452256001909827,High,Young,0,0,male_2,0
290,0,3,"Taylor, Miss. Ellen",female,15.0,0,0,647970,1.1905,,S,1,Miss,1,0,0,0,,0.784129828271816,Low,Teen,0,0,female_3,1
291,0,1,"Taylor, Col. Thomas",male,24.9,0,0,90865,180.6565,,S,1,Col,1,0,0,0,,5.202117541126378,VHigh,Young,0,0,male_1,0
292,1,1,"Jones, Mr. Arthur",male,18.0,0,2,23882,192.2988,,S,3,Mr,0,1,0,0,,5.264237178228125,VHigh,Teen,0,0,male_1,0
293,1,3,"Brown, Miss. Sarah",female,21.7,0,0,124883,3.1086,,S,1,Miss,1,0,0,0,,1.4130823378762738,Low,Young,0,0,female_3,1
294,0,2,"Jones, Mr. Robert",male,25.8,0,0,932218,20.5475,,C,1,Mr,1,0,0,0,,3.070259800539417,High,Young,0,0,male_2,0
295,1,1,"Miller, Lady. Ellen",female,35.5,0,0,232658,61.5201,F61,S,1,Mrs,1,0,0,1,F,4.13548810504016,VHigh,Middle,0,0,female_1,1
296,1,3,"Jones, Dr. Emma",female,31.700000000000003,2,1,184504,6.9751,D127,S,4,Dr,0,1,0,1,D,2.0763241877772463,Low,Young,0,0,female_3,1
297,1,3,"Brown, Mr. Arthur",male,30.65,1,2,222361,4.1952,C108,S,4,Mr,0,1,0,1,C,1.6477351223664445,Low,Young,0,0,male_3,0
298,1,1,"Taylor, Mr. William",male,30.65,0,0,367659,30.5558,D149,Q,1,Mr,1,0,0,1,D,3.451757407273856,High,Young,0,0,male_1,0
299,0,3,"Brown, Lady. Alice",female,8.2,1,1,644913,17.9761,,S,3,Mrs,0,1,0,0,,2.943180292615932,Mid,Child,1,0,female_3,1
300,1,1,"Anderson, Mr. Henry",male,29.7,0,0,660222,26.0,,C,1,Mr,1,0,0,0,,3.295836866004329,High,Young,0,0,male_1,0
301,0,1,"Williams, Mr. Robert",male,18.3,0,0,420874,104.8712,,C,1,Mr,1,0,0,0,,4.662223260946761,VHigh,Young,0,0,male_1,0
302,0,3,"Davis, Mr. James",male,30.65,0,0,734605,14.8063,,S,1,Mr,1,0,0,0,,2.7604085947367896,Mid,Young,0,0,male_3,0
303,1,3,"Williams, Mr. Thomas",male,14.7,1,0,764002,15.3153,C57,S,2,Mr,0,1,0,1,C,2.7921033178627424,Mid,Teen,0,0,male_3,1
304,1,3,"Anderson, Mr. George",male,45.4,1,0,377209,9.8997,,C,2,Mr,0,1,0,0,,2.3887352659205554,Low,Middle,0,0,male_3,0
305,1,3,"Smith, Miss. Florence",female,40.0,0,3,521415,6.2553,F132,S,4,Miss,0,1,0,1,F,1.9817322362737875,Low,Middle,0,0,female_3,1
306,1,3,"Smith, Miss. Emma",female,30.6,2,0,767939,16.0399,G61,Q,3,Miss,0,1,0,1,G,2.835557652839349,Mid,Young,0,0,female_3,1
307,1,3,"Williams, Dr. Emma",female,31.700000000000003,0,0,268669,8.0942,G138,S,1,Dr,1,0,0,1,G,2.207636847683529,Low,Young,0,0,female_3,1
308,1,2,"Williams, Lady. Ellen",female,31.8,1,2,873459,22.0721,B73,S,4,Mrs,0,1,0,1,B,3.138624095351121,High,Young,0,0,female_2,1
309,1,3,"Williams, Mr. Henry",male,30.65,4,0,716168,1.5764,,C,5,Mr,0,0,1,0,,0.9463930756905986,Low,Young,0,0,male_3,0
310,1,2,"Brown, Miss. Margaret",female,26.3,0,1,49530,27.2643,,C,2,Miss,0,1,0,0,,3.341599524209401,High,Young,0,0,female_2,1
311,1,2,"Williams, Mr. Arthur",male,30.65,1,0,149906,20.2009,,Q,2,Mr,0,1,0,0,,3.0540436336070598,High,Young,0,0,male_2,0
312,1,1,"Wilson, Mr. Arthur",male,12.5,0,1,417574,127.2016,,S,2,Mr,0,1,0,0,,4.853604024907908,VHigh,Teen,0,0,male_1,1
313,0,1,"Wilson, Mr. Edward",male,30.65,0,0,937376,52.1903,,Q,1,Mr,1,0,0,0,,3.973876048896245,VHigh,Young,0,0,male_1,0
314,0,3,"Anderson, Mr. Edward",male,55.2,0,2,330838,7.3278,F34,C,3,Mr,0,1,0,1,F,2.1195993156544572,Low,Middle,0,0,male_3,0
315,1,3,"Johnson, Dr. Sarah",female,24.4,0,0,97193,20.7782,B103,C,1,Dr,1,0,0,1,B,3.0809094694614596,High,Young,0,0,female_3,1
316,1,3,"Miller, Miss. Emma",female,16.6,2,0,657786,0.0,,S,3,Miss,0,1,0,0,,0.0,Low,Teen,0,0,female_3,1
317,0,2,"Smith, Dr. William",male,36.7,0,0,191393,12.6391,,S,1,Dr,1,0,0,0,,2.6129406678336893,Mid,Middle,0,0,male_2,0
318,1,1,"Williams, Mr. Thomas",male,32.3,0,0,755723,131.6692,,Q,1,Mr,1,0,0,0,,4.887858811911398,VHigh,Young,0,0,male_1,0
319,1,1,"Brown, Miss. Edith",female,21.1,1,0,214781,149.3008,,S,2,Miss,0,1,0,0,,5.012638619432721,VHigh,Young,0,0,female_1,1
320,0,2,"Taylor, Dr. William",male,36.4,3,0,288829,25.5207,,S,4,Dr,0,1,0,0,,3.2779255601427693,High,Middle,0,0,male_2,0
321,0,3,"Smith, Mr. James",male,38.3,0,0,938837,16.4717,,S,1,Mr,1,0,0,0,,2.8605824290854125,Mid,Middle,0,0,male_3,0
322,0,3,"Brown, Mr. Thomas",male,44.4,4,0,126254,19.3239,,S,5,Mr,0,0,1,0,,3.0117975334280995,High,Middle,0,0,male_3,0
323,1,3,"Williams, Miss. Emma",female,0.5,0,0,676716,15.1679,,S,1,Miss,1,0,0,0,,2.7830277950252897,Mid,Child,1,0,female_3,1
324,0,2,"Miller, Dr. Edith",female,19.1,1,0,312728,10.0,,S,2,Dr,0,1,0,0,,2.3978952727983707,Low,Young,0,0,female_2,1
325,1,3,"Smith, Dr. Robert",male,38.7,0,0,513669,16.3211,,C,1,Dr,1,0,0,0,,2.8519254115101993,Mid,Middle,0,0,male_3,0
326,0,3,"Smith, Mr. George",male,54.7,0,0,192434,14.1186,,S,1,Mr,1,0,0,0,,2.715925773871836,Mid,Middle,0,0,male_3,0
327,1,3,"Davis, Miss. Florence",female,20.6,0,0,545632,21.4245,,S,1,Miss,1,0,0,0,,3.1101541111522524,High,Young,0,0,female_3,1
328,1,3,"Miller, Lady. Florence",female,2.6,0,0,648779,19.9924,,S,1,Mrs,1,0,0,0,,3.0441604674581852,High,Child,1,0,female_3,1
329,0,2,"Brown, Dr. William",male,44.4,0,0,54619,26.9114,G24,S,1,Dr,1,0,0,1,G,3.329035207522731,High,Middle,0,0,male_2,0
330,0,2,"Brown, Lady. Elizabeth",female,27.2,0,0,508750,19.9303,,S,1,Mrs,1,0,0,0,,3.041197869847779,High,Young,0,0,female_2,1
331,0,2,"Miller, Rev. Robert",male,1.8,0,1,641395,40.4225,,S,2,Rev,0,1,0,0,,3.723824211461315,VHigh,Child,1,0,male_2,1
332,0,3,"Smith, Mr. Henry",male,41.0,1,0,484547,8.0519,,S,2,Mr,0,1,0,0,,2.202974680427901,Low,Middle,0,0,male_3,0
333,1,1,"Jones, Miss. Margaret",female,24.6,0,0,236351,153.9656,,C,1,Miss,1,0,0,0,,5.043203156804052,VHigh,Young,0,0,female_1,1
334,0,1,"Wilson, Col. Thomas",male,25.799999999999997,0,0,143015,145.9162,B131,S,1,Col,1,0,0,1,B,4.989862356200968,VHigh,Young,0,0,male_1,0
335,0,1,"Brown, Mr. Edward",male,34.3,0,0,231257,65.792,,S,1,Mr,1,0,0,0,,4.2015833128916995,VHigh,Young,0,0,male_1,0
336,0,1,"Taylor, Dr. Charles",male,31.700000000000003,0,0,725577,39.8766,,S,1,Dr,1,0,0,0,,3.7105577721822085,VHigh,Young,0,0,male_1,0
337,1,3,"Jones, Rev. Henry",male,39.2,1,0,122319,13.1451,,S,2,Rev,0,1,0,0,,2.6493682743644547,Mid,Middle,0,0,male_3,0
338,1,3,"Anderson, Lady. Annie",female,35.5,1,0,424237,14.2898,,C,2,Mrs,0,1,0,0,,2.727185939410686,Mid,Middle,0,0,female_3,1
