student_id,name,gender,age,department,region,attendance_pct,study_hours_per_day,math_score,science_score,english_score,programming_score,tamil_score,part_time_job,internet_access,parent_education,family_income_lpa
STU1225,Pooja Narayanan,Female,20,Computer Science,Chennai,61.4,4.5,73,64,90,17,72,No,Yes,Graduate,5
STU1226,Arjun Pandian,Male,22,Mechanical,Vellore,44.9,4.3,63,69,49,71,72,No,Yes,School,1
STU1227,Divya Krishnan,Female,21,Computer Science,Salem,,3.7,89,,78,81,62,Yes,Yes,School,5
STU1228,Siva Shankar,Male,20,Civil,Madurai,63.3,6.1,69,,87,42,71,No,Yes,Diploma,8.3
STU1229,Kumar Devi,Male,19,Electronics,Coimbatore,80.6,3.3,47,57,69,70,68,Yes,Yes,Post-Graduate,2.3
STU1230,Divya Pandian,Female,22,Information Technology,Madurai,59.2,5.2,61,47,68,96,74,Yes,Yes,Graduate,3.3
STU1231,Divya Narayanan,Female,22,Electronics,Coimbatore,93.6,4.3,,48,78,65,55,No,Yes,Diploma,2.3
STU1232,Divya Kumar,Female,20,Civil,Madurai,100,4.7,58,55,92,84,76,No,Yes,Diploma,
STU1233,Keerthana Pandian,Female,20,Electronics,Coimbatore,80.2,5.1,72,60,67,55,83,No,No,Graduate,7.3
STU1234,Deepa Subramanian,Female,21,Electronics,Erode,76.9,2.5,79,69,61,63,70,Yes,Yes,Graduate,1.4
STU1235,Kavya Devi,Female,18,Civil,Trichy,74.1,4.8,77,54,65,59,79,No,No,Graduate,5.8
STU1236,Saranya Nair,Female,20,Electronics,Coimbatore,87.4,7.9,100,69,51,56,75,No,Yes,Diploma,1
STU1237,Pooja Shankar,Female,20,Mechanical,Tirunelveli,,2.2,50,70,81,60,65,No,Yes,Graduate,1.3
STU1238,Ravi Narayanan,Male,19,Mechanical,Coimbatore,90,4.4,52,67,64,34,60,No,Yes,Graduate,1.8
STU1239,Divya Kumar,Female,22,Electronics,Chennai,70.5,6.2,51,49,67,57,62,No,No,Post-Graduate,4
STU1240,Meena Raj,Female,18,Information Technology,Coimbatore,82.1,5,64,72,81,87,75,No,Yes,Post-Graduate,2.7
STU1241,Karthik Murugan,Male,19,Civil,Chennai,71.5,5.5,84,94,65,46,71,No,Yes,Graduate,6.2
STU1242,Bhavani Narayanan,Female,21,Mechanical,Salem,65.3,1,53,68,79,44,86,No,Yes,Graduate,1.1
STU1243,Mani Murugan,Male,21,Information Technology,Erode,77.5,5.4,85,24,58,64,81,No,Yes,Diploma,1
STU1244,Kumar Devi,Male,20,Electronics,Chennai,66.9,3.4,69,82,82,65,81,Yes,Yes,Graduate,6.7
STU1245,Nithya Selvam,Female,20,Information Technology,Trichy,92.1,5,51,55,74,70,75,No,Yes,Diploma,7.8
STU1246,Ravi Narayanan,Male,21,Computer Science,Vellore,67.7,4.5,42,97,69,61,61,No,Yes,Diploma,1
STU1247,Bala Raj,Male,20,Mechanical,Erode,82.4,7.9,45,67,72,64,76,Yes,Yes,Diploma,4.2
STU1248,Suresh Rajan,Male,18,Electronics,Chennai,70.8,5.3,58,41,55,57,73,Yes,Yes,Graduate,2.1
STU1249,Kumar Velu,Male,20,Civil,Erode,81.3,4.3,65,36,71,40,59,No,Yes,School,7.1
STU1250,Saranya Murugan,Female,22,Electronics,Tirunelveli,71.7,2.2,88,87,68,62,85,Yes,Yes,Diploma,9.3
STU1251,Ravi Velu,Male,20,Civil,Erode,62.9,4.7,80,80,55,76,84,No,No,Diploma,8.6
STU1252,Divya Subramanian,Female,19,Electronics,Erode,83.8,5.7,55,96,62,72,59,No,No,No Schooling,6.8
STU1253,Suresh Rajan,Male,18,Information Technology,Salem,75.2,4.4,74,65,68,32,65,No,No,School,1.4
STU1254,Bala Velu,Male,19,Information Technology,Trichy,81.4,3.7,93,64,63,68,66,Yes,Yes,Graduate,7.5
STU1255,Siva Ramesh,Male,19,Information Technology,Madurai,72.9,3.6,96,60,41,47,79,No,No,Graduate,3.4
STU1256,Vijay Ramesh,Male,22,Computer Science,Madurai,62.1,5.3,63,56,83,88,77,No,Yes,Diploma,1
STU1257,Priya Kumar,Female,18,Civil,Chennai,91,5.6,82,60,68,69,72,No,Yes,Post-Graduate,2.7
STU1258,Kavya Shankar,Female,18,Information Technology,Erode,86.8,6.5,,68,43,79,75,No,Yes,Graduate,12.8
STU1259,Ravi Selvam,Male,18,Computer Science,Chennai,71.2,3,45,53,96,63,58,No,Yes,Diploma,9.8
STU1260,Karthik Devi,Male,18,Civil,Salem,78.8,5.3,60,42,85,62,76,No,No,Graduate,1
STU1261,Priya Narayanan,Female,18,Electronics,Salem,90.5,4.3,100,67,66,90,71,No,Yes,Post-Graduate,6.1
STU1262,Ganesh Krishnan,Male,22,Computer Science,Coimbatore,72.5,4.4,63,53,60,81,65,No,Yes,Diploma,7.4
STU1263,Siva Subramanian,Male,20,Mechanical,Tirunelveli,74.4,5.1,24,20,75,65,55,No,Yes,School,1.4
STU1264,Ganesh Murugan,Male,19,Computer Science,Salem,80.9,5.1,66,73,72,59,72,Yes,Yes,Post-Graduate,2.9
STU1265,Keerthana Devi,Female,18,Computer Science,Coimbatore,72.5,5.3,85,49,77,32,76,No,Yes,Graduate,5.6
STU1266,Meena Rajan,Female,20,Civil,Trichy,88.3,2.9,68,74,60,69,53,No,Yes,School,2.6
STU1267,Revathi Pillai,Female,20,Electronics,Chennai,76,3.4,79,74,83,61,72,No,Yes,Graduate,1
STU1268,Arjun Ramesh,Male,19,Mechanical,Vellore,68.6,6.7,82,69,64,73,73,No,Yes,Graduate,5.5
STU1269,Ganesh Pillai,Male,22,Information Technology,Trichy,85.3,4.2,63,100,78,78,66,No,Yes,Post-Graduate,10.9
STU1270,Bhavani Raj,Female,21,Information Technology,Salem,64.3,5,60,63,60,85,76,No,Yes,Graduate,4.8
STU1271,Pooja Subramanian,Female,21,Computer Science,Trichy,100,6.1,70,61,100,69,71,Yes,Yes,Diploma,6.7
STU1272,Saranya Krishnan,Female,20,Civil,Trichy,97,5.2,71,75,78,44,75,No,No,Graduate,2
STU1273,Kavya Narayanan,Female,19,Civil,Tirunelveli,84.2,5.3,,64,100,24,78,No,Yes,Graduate,1
STU1274,Bala Kumar,Male,21,Information Technology,Tirunelveli,83.2,5.8,69,81,80,48,78,Yes,Yes,School,4.6
STU1275,Keerthana Krishnan,Female,20,Mechanical,Tirunelveli,82.6,1.3,57,47,63,87,83,No,Yes,Graduate,1.8
STU1276,Arjun Subramanian,Male,22,Electronics,Trichy,72.1,3.8,79,47,80,96,76,No,Yes,Graduate,8.8
STU1277,Priya Krishnan,Female,21,Mechanical,Salem,81.6,5.2,77,76,81,59,67,No,Yes,No Schooling,1
STU1278,Naveen Subramanian,Male,20,Electronics,Vellore,66.9,6.6,48,49,74,37,65,No,Yes,Graduate,2.6
STU1279,Anjali Subramanian,Female,20,Information Technology,Erode,84,4.6,62,74,78,51,60,No,Yes,Diploma,2.3
STU1280,Saranya Pandian,Female,18,Electronics,Trichy,88.4,3.2,69,70,79,83,74,No,Yes,Diploma,12.5
STU1281,Lakshmi Murugan,Female,22,Civil,Coimbatore,73.5,3.3,60,55,58,52,87,Yes,Yes,Diploma,1
STU1282,Bhavani Nair,Female,18,Computer Science,Salem,70.9,5.8,78,,57,74,68,No,Yes,Diploma,1
STU1283,Mani Pillai,Male,19,Computer Science,Trichy,63.5,4.2,67,48,60,66,77,Yes,Yes,Graduate,1.2
STU1284,Kavya Nair,Female,18,Information Technology,Vellore,95.5,4.5,71,51,72,76,64,No,Yes,Diploma,7.7
STU1285,Arjun Nair,Male,18,Civil,Erode,71.8,5.4,62,62,67,96,74,No,No,Graduate,1.1
STU1286,Ravi Nair,Male,21,Mechanical,Tirunelveli,75.6,1,38,66,58,74,86,No,Yes,School,1.2
STU1287,Arun Velu,Male,20,Civil,Salem,81.6,7.5,37,61,79,66,80,No,Yes,Post-Graduate,1
STU1288,Kumar Ramesh,Male,22,Computer Science,Madurai,81.4,3.4,77,71,73,98,55,No,Yes,Graduate,5.7
STU1289,Saranya Pandian,Female,18,Computer Science,Erode,87,4.9,,70,72,69,78,Yes,No,Graduate,1
STU1290,Vijay Narayanan,Male,22,Civil,Coimbatore,73.4,1.9,,86,67,49,79,No,Yes,Diploma,1.8
STU1291,Arun Pandian,Male,18,Civil,Trichy,64.3,3.9,70,64,65,75,74,No,Yes,Diploma,1.5
STU1292,Bala Selvam,Male,19,Computer Science,Vellore,62.2,6.4,71,82,60,71,79,No,Yes,School,3.6
STU1293,Pooja Selvam,Female,18,Mechanical,Madurai,71,1.6,83,78,81,57,63,Yes,No,Post-Graduate,5.9
STU1294,Revathi Velu,Female,21,Information Technology,Vellore,66.6,6.2,75,97,62,54,73,No,No,Diploma,3.4
STU1295,Keerthana Ramesh,Female,20,Information Technology,Madurai,74.4,4.1,84,63,73,58,84,No,Yes,Graduate,12
STU1296,Sneha Krishnan,Female,19,Civil,Salem,93.7,5.2,71,59,90,53,83,No,Yes,Graduate,13.6
STU1297,Ravi Murugan,Male,18,Information Technology,Madurai,73.5,5.5,63,83,66,58,78,No,Yes,Diploma,2
STU1298,Vijay Ramesh,Male,22,Computer Science,Coimbatore,73.5,5.2,71,70,82,48,62,No,Yes,Graduate,6.8
STU1299,Divya Velu,Female,19,Computer Science,Coimbatore,77.8,3.2,55,83,77,70,61,No,Yes,Graduate,
STU1300,Pradeep Subramanian,Male,19,Civil,Chennai,73.1,4,62,75,74,69,73,No,Yes,Graduate,10.1
STU1301,Suresh Rajan,Male,18,Civil,Coimbatore,77.2,2.3,71,36,75,69,74,No,Yes,Diploma,2.7
STU1302,Suresh Murugan,Male,19,Civil,Erode,84.5,5.2,70,70,69,62,71,No,Yes,Diploma,3.4
STU1303,Kavya Shankar,Female,22,Mechanical,Madurai,88.6,7.1,66,69,70,60,63,No,Yes,School,2.4
STU1304,Revathi Pillai,Female,19,Information Technology,Coimbatore,90,1.8,47,67,63,89,77,No,Yes,Graduate,8.5
STU1305,Bala Murugan,Male,22,Civil,Salem,100,3.4,78,63,70,64,73,Yes,Yes,Graduate,1.2
STU1306,Anjali Velu,Female,18,Electronics,Vellore,84.8,4.2,81,43,63,86,75,No,No,Diploma,
STU1307,Ananya Subramanian,Female,20,Electronics,Tirunelveli,100,4.8,93,77,82,45,79,Yes,Yes,Post-Graduate,2.1
STU1308,Meena Subramanian,Female,19,Computer Science,Vellore,,5.8,75,70,50,74,69,No,Yes,No Schooling,1.2
STU1309,Anjali Kumar,Female,20,Information Technology,Chennai,100,4.3,68,80,76,50,67,No,Yes,Post-Graduate,3.7
STU1310,Meena Nair,Female,22,Civil,Vellore,73.4,4,53,43,74,53,84,No,Yes,Post-Graduate,1
STU1311,Ganesh Ramesh,Male,19,Electronics,Madurai,74.6,6.2,90,72,73,56,64,No,Yes,Post-Graduate,1.7
STU1312,Saranya Subramanian,Female,21,Information Technology,Chennai,76.6,5.5,72,62,82,54,67,No,Yes,Graduate,11
STU1313,Ganesh Selvam,Male,20,Computer Science,Madurai,75.4,5.3,71,67,67,55,86,Yes,Yes,Diploma,2.4
STU1314,Kumar Nair,Male,19,Mechanical,Salem,79,4.7,64,62,73,85,66,No,Yes,School,6.2
STU1315,Meena Narayanan,Female,20,Information Technology,Chennai,71,6,63,73,49,64,71,No,Yes,Graduate,1
STU1316,Dinesh Rajan,Male,19,Information Technology,Trichy,88,3.5,78,63,65,67,67,No,No,Diploma,
STU1317,Dinesh Velu,Male,18,Mechanical,Erode,71.4,3.3,53,50,80,55,52,No,Yes,School,7.4
STU1318,Ganesh Pillai,Male,20,Information Technology,Erode,85.9,5.6,92,66,54,78,71,No,No,Graduate,6.5
STU1319,Keerthana Ramesh,Female,21,Computer Science,Madurai,96.3,2.1,89,62,72,69,61,Yes,No,Diploma,2.2
STU1320,Sneha Devi,Female,21,Computer Science,Vellore,73.7,4.6,63,64,62,57,75,No,Yes,Post-Graduate,13.9
STU1321,Dinesh Selvam,Male,22,Mechanical,Tirunelveli,87.5,4,,20,69,34,84,No,Yes,Graduate,10.9
STU1322,Meena Raj,Female,19,Civil,Tirunelveli,84.7,2.4,38,75,63,67,48,No,Yes,Graduate,14.8
STU1323,Kavya Shankar,Female,20,Electronics,Trichy,100,3.1,49,61,55,73,68,No,Yes,Graduate,2.5
STU1324,Pooja Krishnan,Female,22,Civil,Chennai,71.9,4.3,79,46,75,45,77,No,Yes,Post-Graduate,1
STU1325,Bhavani Subramanian,Female,20,Information Technology,Trichy,87.5,6.1,73,78,69,58,48,No,No,Graduate,4.4
STU1326,Mani Devi,Male,19,Electronics,Trichy,58.5,3.5,75,74,77,73,87,Yes,Yes,Graduate,5.2
STU1327,Mani Subramanian,Male,21,Mechanical,Vellore,,6.3,40,60,80,35,76,Yes,Yes,Diploma,1
STU1328,Deepa Murugan,Female,18,Mechanical,Tirunelveli,82.2,4.6,62,49,85,51,84,No,Yes,Post-Graduate,6.9
STU1329,Sneha Selvam,Female,21,Electronics,Chennai,94.7,6.5,89,67,72,70,66,Yes,Yes,Graduate,
STU1330,Arun Murugan,Male,22,Computer Science,Salem,63.3,3.6,67,67,85,83,67,No,Yes,Diploma,
STU1331,Bala Kumar,Male,18,Electronics,Vellore,87.4,4.4,49,78,58,100,70,No,Yes,No Schooling,1.8
STU1332,Divya Murugan,Female,22,Information Technology,Trichy,77.2,5.1,66,59,81,98,96,No,Yes,Graduate,6.1
STU1333,Dinesh Kumar,Male,19,Computer Science,Trichy,59.7,4.2,56,82,76,66,86,No,Yes,School,1.7
STU1334,Revathi Shankar,Female,18,Mechanical,Salem,80.2,5.9,73,57,73,54,73,No,Yes,Post-Graduate,7.9
STU1335,Priya Velu,Female,22,Electronics,Trichy,98.5,1.2,68,46,75,80,75,Yes,Yes,Post-Graduate,4.1
STU1336,Kumar Kumar,Male,19,Civil,Trichy,,8.1,76,49,58,53,79,No,Yes,School,7.1
STU1337,Mohan Devi,Male,21,Civil,Trichy,76.7,5.8,50,64,56,49,98,No,Yes,Graduate,20.4
STU1338,Pooja Nair,Female,19,Information Technology,Erode,66.2,4.2,61,64,91,58,76,No,Yes,School,5.1
STU1339,Keerthana Subramanian,Female,20,Civil,Vellore,72.4,3.7,84,70,68,55,73,No,Yes,Graduate,18.9
STU1340,Kumar Krishnan,Male,19,Electronics,Coimbatore,95.2,3.2,48,64,68,70,68,No,Yes,Diploma,1
STU1341,Nithya Nair,Female,19,Electronics,Vellore,74.7,5.5,53,79,57,52,75,No,Yes,Graduate,1.9
STU1342,Dinesh Pillai,Male,20,Civil,Salem,94.8,6,71,61,52,65,66,No,Yes,Diploma,1
STU1343,Saranya Velu,Female,22,Electronics,Trichy,,4.3,72,37,69,92,77,Yes,Yes,School,1.4
STU1344,Karthik Murugan,Male,22,Information Technology,Vellore,73.6,6.2,61,63,66,65,56,No,Yes,Diploma,8.2
STU1345,Mani Raj,Male,19,Computer Science,Erode,72,3.1,64,37,70,90,69,No,Yes,School,1
STU1346,Dinesh Pillai,Male,20,Information Technology,Tirunelveli,67.2,2.9,76,69,71,85,80,No,Yes,Graduate,3.3
STU1347,Deepa Selvam,Female,20,Information Technology,Salem,66.8,7.2,81,80,100,74,76,No,No,No Schooling,3.8
STU1348,Meena Kumar,Female,21,Electronics,Madurai,82.2,5.4,52,51,66,57,67,No,Yes,Graduate,
STU1349,Kumar Subramanian,Male,22,Computer Science,Vellore,77.8,6.6,73,85,89,82,69,No,Yes,Post-Graduate,2.9
STU1350,Meena Rajan,Female,18,Electronics,Madurai,70.5,3.2,91,77,90,59,83,No,Yes,Graduate,7
STU1351,Mohan Ramesh,Male,22,Mechanical,Trichy,59.4,3.1,66,,79,63,59,Yes,Yes,Post-Graduate,1
STU1352,Vijay Devi,Male,22,Electronics,Erode,79.3,4,52,68,67,69,59,No,No,Post-Graduate,1.7
STU1353,Nithya Krishnan,Female,21,Electronics,Erode,72.4,3.3,51,51,54,63,62,No,Yes,School,4.3
STU1354,Bhavani Pandian,Female,18,Electronics,Vellore,75.7,5.6,66,76,76,50,72,No,No,School,5.3
STU1355,Arjun Devi,Male,21,Computer Science,Salem,81.7,3.4,84,56,82,36,57,No,Yes,Graduate,2.3
STU1356,Lakshmi Shankar,Female,18,Electronics,Salem,48,2.7,67,67,91,80,82,No,Yes,Post-Graduate,9.4
STU1357,Anjali Rajan,Female,19,Computer Science,Erode,59.6,4.7,71,63,59,73,62,Yes,Yes,Post-Graduate,2.4
STU1358,Arjun Raj,Male,18,Civil,Salem,100,2.6,53,81,67,32,74,No,Yes,No Schooling,2.3
STU1359,Pradeep Ramesh,Male,21,Mechanical,Erode,71.9,1.8,,75,59,50,66,No,Yes,Diploma,1
STU1360,Pooja Rajan,Female,22,Computer Science,Vellore,47.8,4.7,51,,62,66,71,Yes,Yes,School,3.6
STU1361,Bala Murugan,Male,18,Civil,Coimbatore,60.6,1.9,60,38,78,71,54,No,Yes,Graduate,5.6
STU1362,Kumar Kumar,Male,18,Computer Science,Erode,100,5.7,77,56,62,36,83,No,Yes,Graduate,1
STU1363,Anjali Velu,Female,20,Computer Science,Madurai,69.6,2.4,37,75,60,61,61,No,No,School,1.6
STU1364,Ravi Krishnan,Male,22,Mechanical,Salem,91.9,1.1,71,69,80,73,60,Yes,Yes,Diploma,6.8
STU1365,Mohan Narayanan,Male,19,Information Technology,Erode,79.5,4.1,52,44,75,57,98,No,Yes,Graduate,2.1
STU1366,Revathi Kumar,Female,21,Information Technology,Erode,72.2,4.7,68,40,74,68,78,No,Yes,Graduate,1.2
STU1367,Sneha Narayanan,Female,19,Computer Science,Vellore,87.3,5.2,63,68,62,54,83,Yes,Yes,No Schooling,5
STU1368,Vijay Pillai,Male,22,Electronics,Salem,49.4,4.8,100,50,86,79,77,No,Yes,Post-Graduate,1
STU1369,Kumar Velu,Male,18,Civil,Coimbatore,60.7,2.9,62,52,70,49,67,No,Yes,Graduate,10.2
STU1370,Revathi Ramesh,Female,18,Electronics,Vellore,72.1,5.6,96,74,99,42,58,No,Yes,Graduate,1
STU1371,Lakshmi Subramanian,Female,22,Electronics,Coimbatore,61.9,5.9,77,82,72,64,69,No,Yes,Graduate,5.5
STU1372,Pooja Pandian,Female,18,Computer Science,Tirunelveli,71,2.7,56,54,42,37,61,No,Yes,School,3.1
STU1373,Ananya Selvam,Female,18,Computer Science,Vellore,88.2,4.2,73,64,41,25,62,Yes,Yes,School,9.2
STU1374,Dinesh Nair,Male,18,Computer Science,Salem,79.6,4.1,63,64,77,83,55,Yes,Yes,Graduate,1
STU1375,Divya Velu,Female,21,Computer Science,Chennai,94,4.8,72,63,86,45,73,No,Yes,School,5.1
STU1376,Kavya Kumar,Female,21,Information Technology,Salem,80.3,4.2,57,66,61,39,89,No,Yes,Graduate,3.8
STU1377,Ganesh Krishnan,Male,20,Computer Science,Salem,89.9,4.4,93,76,95,48,78,No,Yes,Graduate,2.9
STU1378,Keerthana Nair,Female,19,Information Technology,Coimbatore,77.2,5.5,82,56,90,48,71,No,No,Graduate,3
STU1379,Vijay Shankar,Male,22,Information Technology,Coimbatore,70.9,2.8,68,44,73,60,72,No,Yes,Diploma,5.8
STU1380,Bhavani Shankar,Female,22,Computer Science,Salem,95.8,5.6,94,89,76,43,38,No,Yes,Diploma,12.5
STU1381,Bhavani Rajan,Female,22,Mechanical,Salem,69.5,6.2,69,80,81,72,67,No,Yes,Graduate,1
STU1382,Deepa Nair,Female,20,Civil,Salem,82.1,7,84,50,93,75,56,Yes,Yes,No Schooling,1
STU1383,Arun Krishnan,Male,21,Electronics,Coimbatore,87.2,1.3,69,67,78,40,73,No,Yes,Graduate,7.4
STU1384,Naveen Ramesh,Male,20,Information Technology,Salem,88.1,4.2,74,79,72,52,69,No,Yes,Graduate,
STU1385,Divya Pillai,Female,22,Civil,Salem,64,1.6,67,75,78,54,62,No,Yes,Diploma,19.4
STU1386,Ravi Narayanan,Male,19,Mechanical,Tirunelveli,90.6,1,69,71,76,60,73,No,No,Graduate,4.3
STU1387,Arun Rajan,Male,18,Electronics,Trichy,66.3,4.7,71,63,81,82,73,No,Yes,School,4.7
STU1388,Siva Shankar,Male,21,Electronics,Chennai,87.7,3.9,58,89,51,84,89,No,Yes,Diploma,1
STU1389,Kumar Selvam,Male,21,Information Technology,Madurai,84.4,4.9,62,68,74,100,80,Yes,Yes,Post-Graduate,1.2
STU1390,Pradeep Selvam,Male,20,Computer Science,Chennai,87.8,5.2,65,58,76,22,74,No,Yes,Post-Graduate,4.8
STU1391,Bala Kumar,Male,21,Mechanical,Trichy,63.5,6.4,71,77,69,46,62,No,Yes,Graduate,10.8
STU1392,Pooja Ramesh,Female,22,Information Technology,Madurai,85.1,4.6,68,66,79,96,60,No,No,Post-Graduate,18.2
STU1393,Priya Subramanian,Female,22,Mechanical,Vellore,91,8.9,86,70,93,31,79,No,Yes,Graduate,1
STU1394,Vijay Shankar,Male,20,Computer Science,Salem,80.3,5,81,68,72,95,70,No,Yes,Diploma,1
STU1395,Bhavani Raj,Female,22,Computer Science,Trichy,68.2,7.3,65,72,78,66,75,Yes,Yes,Diploma,1
STU1396,Revathi Ramesh,Female,19,Information Technology,Tirunelveli,89,1,89,51,89,66,83,No,Yes,Post-Graduate,9.1
STU1397,Keerthana Pillai,Female,20,Computer Science,Vellore,79.4,6.5,96,,72,40,55,No,No,School,1.6
STU1398,Saranya Narayanan,Female,19,Civil,Salem,57.9,4.2,37,85,59,55,87,No,Yes,Graduate,1
STU1399,Pradeep Krishnan,Male,18,Electronics,Coimbatore,67.2,1.6,82,68,77,94,83,Yes,Yes,Graduate,
STU1400,Revathi Nair,Female,19,Information Technology,Erode,71.7,5.1,58,76,44,62,49,No,Yes,Graduate,1.9
STU1401,Priya Shankar,Female,18,Mechanical,Trichy,96.1,4,80,40,42,55,98,No,Yes,Diploma,21.2
STU1402,Bala Nair,Male,18,Civil,Coimbatore,94,5.4,87,80,74,70,76,No,Yes,Diploma,3.3
STU1403,Siva Selvam,Male,19,Information Technology,Trichy,93.9,6,55,58,42,60,67,No,Yes,School,1
STU1404,Priya Krishnan,Female,20,Computer Science,Tirunelveli,80.8,2.3,40,54,54,69,78,No,Yes,Graduate,1.8
STU1405,Lakshmi Krishnan,Female,22,Computer Science,Trichy,89,6,81,64,65,48,61,Yes,Yes,Graduate,1.8
STU1406,Meena Krishnan,Female,22,Computer Science,Coimbatore,64.3,4.5,70,51,61,62,78,No,No,Graduate,1
STU1407,Lakshmi Selvam,Female,18,Computer Science,Tirunelveli,78.1,6.5,43,,68,51,63,No,Yes,Graduate,1
STU1408,Divya Pillai,Female,18,Mechanical,Madurai,83.4,4.2,100,63,83,31,94,No,Yes,School,5.3
STU1409,Revathi Nair,Female,20,Civil,Chennai,65.1,3.8,77,80,73,72,73,No,Yes,Post-Graduate,1
STU1410,Kumar Devi,Male,21,Electronics,Salem,80.5,4.5,78,86,60,41,79,No,Yes,Graduate,1.2
STU1411,Bhavani Nair,Female,19,Mechanical,Trichy,98.2,4.7,88,86,86,60,63,No,No,School,1.9
STU1412,Bhavani Murugan,Female,18,Mechanical,Salem,84.7,3.5,59,33,53,80,81,No,Yes,Diploma,6.4
STU1413,Pradeep Narayanan,Male,22,Electronics,Erode,89,3.8,70,52,73,36,72,No,Yes,Graduate,3.9
STU1414,Suresh Raj,Male,20,Electronics,Coimbatore,48.6,2.7,48,33,52,74,56,No,Yes,Post-Graduate,5.3
STU1415,Mohan Devi,Male,19,Computer Science,Salem,96.7,3.8,59,48,73,58,69,No,Yes,Diploma,3.8
STU1416,Suresh Narayanan,Male,20,Mechanical,Coimbatore,75.8,5.5,74,56,66,46,93,No,Yes,Graduate,5.2
STU1417,Ananya Rajan,Female,19,Information Technology,Salem,68.8,4.3,43,71,83,99,81,Yes,Yes,School,1
STU1418,Revathi Ramesh,Female,19,Electronics,Chennai,75.9,6,,58,79,63,68,Yes,No,No Schooling,12
STU1419,Meena Ramesh,Female,18,Electronics,Chennai,60.2,4.2,54,58,63,53,51,Yes,Yes,Graduate,1
STU1420,Anjali Pandian,Female,20,Civil,Tirunelveli,90.6,2.4,70,68,61,49,63,No,No,Graduate,2.3
STU1421,Kavya Ramesh,Female,20,Information Technology,Chennai,74,5.4,77,41,66,79,57,No,Yes,Graduate,6.6
STU1422,Kavya Nair,Female,22,Information Technology,Tirunelveli,,3.5,79,53,93,52,52,No,Yes,Diploma,2.6
STU1423,Ravi Selvam,Male,22,Electronics,Chennai,76,4.1,83,58,89,77,81,No,Yes,No Schooling,13.2
STU1424,Saranya Raj,Female,18,Computer Science,Chennai,91.4,6.4,89,62,58,63,73,Yes,Yes,Diploma,2.8
STU1425,Karthik Subramanian,Male,18,Civil,Chennai,79.6,2.8,77,66,80,83,92,Yes,Yes,No Schooling,9.4
STU1426,Pradeep Kumar,Male,21,Information Technology,Coimbatore,61.1,4.7,96,86,49,44,61,No,No,School,7.5
STU1427,Saranya Pandian,Female,22,Electronics,Trichy,83.6,4.4,70,78,65,47,72,No,No,Diploma,17.8
STU1428,Arjun Velu,Male,19,Information Technology,Tirunelveli,66.9,5.6,65,54,59,58,57,No,No,Diploma,11.8
STU1429,Keerthana Velu,Female,20,Civil,Salem,52.1,5.8,77,61,83,59,65,Yes,Yes,Diploma,10.3
STU1430,Pradeep Kumar,Male,18,Civil,Chennai,96,4.9,65,60,55,57,70,Yes,No,Graduate,5.9
STU1431,Sneha Narayanan,Female,20,Mechanical,Coimbatore,83.5,4,96,58,75,100,68,Yes,Yes,School,2.1
STU1432,Arjun Kumar,Male,20,Electronics,Coimbatore,77.1,5.2,85,69,70,100,73,Yes,Yes,School,1
STU1433,Meena Kumar,Female,21,Civil,Coimbatore,73.9,6.5,79,39,68,68,83,No,Yes,Graduate,5.3
STU1434,Lakshmi Velu,Female,22,Mechanical,Tirunelveli,94.8,4.5,70,77,90,71,82,Yes,Yes,School,17.3
STU1435,Lakshmi Pandian,Female,18,Mechanical,Trichy,100,4.1,62,89,91,59,64,No,Yes,Graduate,5.8
STU1436,Kavya Rajan,Female,20,Information Technology,Tirunelveli,83.4,5.1,79,61,68,44,72,No,Yes,School,11.9
STU1437,Pooja Nair,Female,18,Information Technology,Salem,65.6,4.6,51,61,66,60,81,No,No,Diploma,7.3
STU1438,Bala Krishnan,Male,19,Mechanical,Trichy,76.1,2.5,91,67,52,77,83,No,Yes,School,1
STU1439,Mani Ramesh,Male,21,Information Technology,Madurai,83.2,4.9,65,79,70,87,65,No,Yes,School,1.3
STU1440,Arun Ramesh,Male,19,Civil,Vellore,49.8,2.5,73,60,93,81,80,Yes,No,Graduate,1.9
STU1441,Divya Selvam,Female,18,Computer Science,Coimbatore,82,5.1,54,78,68,36,76,No,Yes,Post-Graduate,1
STU1442,Siva Pandian,Male,18,Civil,Tirunelveli,83.2,3.3,79,72,79,58,60,No,No,School,3.9
STU1443,Lakshmi Selvam,Female,22,Mechanical,Madurai,93.9,4.6,61,,53,37,81,Yes,Yes,Diploma,16.7
STU1444,Revathi Subramanian,Female,20,Mechanical,Erode,92.7,5.1,78,60,65,84,74,No,Yes,Graduate,6.4
STU1445,Siva Subramanian,Male,20,Civil,Tirunelveli,79.3,8.2,,37,76,56,53,No,Yes,Diploma,2.5
STU1446,Arun Selvam,Male,19,Information Technology,Chennai,96.2,5.6,58,,71,62,69,No,Yes,Graduate,1
STU1447,Meena Pandian,Female,21,Information Technology,Vellore,100,6.5,51,65,80,72,72,Yes,Yes,School,1.7
STU1448,Siva Selvam,Male,20,Mechanical,Chennai,78.3,7.3,91,79,63,100,65,Yes,Yes,Post-Graduate,3.4
STU1449,Divya Ramesh,Female,22,Electronics,Trichy,83,5.2,65,56,49,68,86,No,Yes,Diploma,1.8
STU1450,Revathi Devi,Female,19,Information Technology,Vellore,,4.9,71,62,83,59,86,Yes,No,Diploma,1
